;LCA_CASE_NUMBER;STATUS;LCA_CASE_SUBMIT;DECISION_DATE;VISA_CLASS;LCA_CASE_EMPLOYMENT_START_DATE;LCA_CASE_EMPLOYMENT_END_DATE;LCA_CASE_EMPLOYER_NAME;LCA_CASE_EMPLOYER_ADDRESS;LCA_CASE_EMPLOYER_CITY;LCA_CASE_EMPLOYER_STATE;LCA_CASE_EMPLOYER_POSTAL_CODE;LCA_CASE_SOC_CODE;LCA_CASE_SOC_NAME;LCA_CASE_JOB_TITLE;LCA_CASE_WAGE_RATE_FROM;LCA_CASE_WAGE_RATE_TO;LCA_CASE_WAGE_RATE_UNIT;FULL_TIME_POS;TOTAL_WORKERS;LCA_CASE_WORKLOC1_CITY;LCA_CASE_WORKLOC1_STATE;PW_1;PW_UNIT_1;PW_SOURCE_1;OTHER_WAGE_SOURCE_1;YR_SOURCE_PUB_1;LCA_CASE_WORKLOC2_CITY;LCA_CASE_WORKLOC2_STATE;PW_2;PW_UNIT_2;PW_SOURCE_2;OTHER_WAGE_SOURCE_2;YR_SOURCE_PUB_2;LCA_CASE_NAICS_CODE
216;I-200-10272-267472;CERTIFIED-WITHDRAWN;2010-10-04 19:16:34;2013-10-21 13:20:42;H-1B;2011-02-22 00:00:00;2014-02-21 00:00:00;QUALCOMM INCORPORATED;5775 MOREHOUSE DRIVE;SAN DIEGO;CA;92121;17-2072.00;Electronics Engineers, Except Computer;SENIOR SYSTEMS ENGINEER (HW);99204.0;128016.0;Year;Y;1.0;SANTA CLARA;CA;99204.0;Year;Other;RADFORD BENCHMARK SURVEY - 5063;2010.0;;;;;;;;334220.0
217;I-200-10272-532637;WITHDRAWN;2010-09-29 16:58:22;2014-01-02 14:26:56;H-1B;2011-02-16 00:00:00;2014-02-16 00:00:00;EXPERIAN MARKETING SOLUTIONS, INC.;701 EXPERIAN PARKWAY;ALLEN;TX;75013;15-1061.00;Database Administrators;DATABASE ADMINISTRATOR LEAD;101428.79;;Year;Y;1.0;SCHAUMBURG;IL;89731.0;Year;OES;OFLC ONLINE DATA CENTER;2010.0;;;;;;;;5191.0
218;I-200-10272-668183;CERTIFIED-WITHDRAWN;2010-09-30 12:05:53;2013-11-12 14:47:22;H-1B;2011-03-16 00:00:00;2014-03-15 00:00:00;QUALCOMM INCORPORATED;5775 MOREHOUSE DRIVE;SAN DIEGO;CA;92121;17-2072.00;Electronics Engineers, Except Computer;STAFF HARDWARE ENGINEER;98820.8;147912.0;Year;Y;1.0;SAN DIEGO;CA;98820.8;Year;OES;OFLC ONLINE DATA CENTER;2010.0;;;;;;;;334220.0
219;I-200-10272-702152;CERTIFIED-WITHDRAWN;2010-09-30 09:38:41;2013-12-23 13:36:48;H-1B;2011-01-17 00:00:00;2014-01-16 00:00:00;AMAZON CORPORATE LLC;535 TERRY AVENUE NORTH;SEATTLE;WA;98109;15-1031.00;Computer Software Engineers, Applications;SOFTWARE DEVELOPMENT ENGINEER I;90000.0;;Year;Y;1.0;SEATTLE;WA;70221.0;Year;OES;OFLC ONLINE DATA CENTER;2010.0;;;;;;;;454111.0
220;I-200-10274-218024;CERTIFIED-WITHDRAWN;2010-10-06 16:05:06;2013-11-27 13:01:24;H-1B;2011-04-01 00:00:00;2014-03-31 00:00:00;CITIGROUP GLOBAL MARKETS INC.;111 WALL STREET;NEW YORK;NY;10005;13-2051.00;Financial Analysts;QUANTITATIVE ANALYSIS ASSOCIATE;100000.0;;Year;Y;1.0;NEW YORK;NY;86965.0;Year;OES;OFLC ONLINE DATA CENTER;2010.0;;;;;;;;523110.0
221;I-200-10274-864730;CERTIFIED-WITHDRAWN;2010-12-07 15:02:04;2013-11-05 11:34:34;H-1B;2010-12-08 00:00:00;2013-12-08 00:00:00;CONTICO CORPORATION;2045 LINCOLN HWY;EDISON;NJ;08817;13-2011.01;Accountants;PROJECT ACCOUNTANT;99225.0;;Year;Y;1.0;STATEN ISLAND;NY;87922.0;Year;OES;OFLC ONLINE DATA CENTER;2010.0;;;;;;;;23799.0
222;I-200-10277-034388;CERTIFIED;2014-03-07 10:27:17;2014-03-13 22:04:00;H-1B;2014-09-03 00:00:00;2017-09-03 00:00:00;SULLIVAN, COTTER AND ASSOCIATES, INC.;90 S. SEVENTH STREET, SUITE 3750;MINNEAPOLIS;MN;55402;15-2041;Statisticians;ANALYST;54590.0;;Year;Y;1.0;PITTSBURGH;PA;48693.0;Year;OES;OFLC ONLINE WAGE LIBRARY;2014.0;;;;;;;;541612.0
223;I-200-10277-129186;CERTIFIED-WITHDRAWN;2010-10-11 15:11:32;2014-01-13 13:15:56;H-1B;2011-03-01 00:00:00;2014-02-28 00:00:00;TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA;3701 CHESTNUT STREET, SUITE 1W;PHILADELPHIA;PA;19104;19-4021.00;Biological Technicians;RESEARCH SPECIALIST B;46812.43;;Year;Y;1.0;PHILADELPHIA;PA;31699.0;Year;OES;OFLC ONLINE DATA CENTER;2010.0;;;;;;;;611310.0
224;I-200-10277-245354;CERTIFIED-WITHDRAWN;2010-10-04 16:31:46;2013-11-13 15:16:48;H-1B;2010-12-16 00:00:00;2013-12-16 00:00:00;CAPITAL IQ, INC.;1221 AVENUE OF THE AMERICAS;NEW YORK;NY;10020;15-1031.00;Computer Software Engineers, Applications;SOFTWARE ENGINEER;100000.0;125000.0;Year;Y;1.0;NEW YORK;NY;84885.0;Year;OES;OFLC ONLINE DATA CENTER;2010.0;;;;;;;;523999.0
225;I-200-10277-495440;CERTIFIED;2013-11-05 19:29:34;2013-11-13 22:01:40;H-1B;2014-03-07 00:00:00;2017-03-06 00:00:00;ZYNGA INC.;699 8TH STREET;SAN FRANCISCO;CA;94103;15-1132;Software Developers, Applications;PRINCIPAL SOFTWARE ENGINEER;140000.0;;Year;Y;1.0;SAN FRANCISCO;CA;132080.0;Year;OES;OFLC ONLINE DATA CENTER;2013.0;;;;;;;;516110.0
226;I-200-10278-037413;CERTIFIED-WITHDRAWN;2010-10-07 16:00:29;2013-12-10 17:07:30;H-1B;2011-02-01 00:00:00;2014-01-31 00:00:00;THE OHIO STATE UNIVERSITY;1712 NEIL AVENUE;COLUMBUS;OH;43210-1219;19-1021.01;Biochemists;POST DOCTORAL RESEARCHER;39000.0;;Year;Y;1.0;COLUMBUS;OH;33446.0;Year;OES;;2010.0;;;;;;;;611310.0
227;I-200-10278-125157;CERTIFIED-WITHDRAWN;2013-11-18 18:19:59;2014-08-04 16:19:27;H-1B;2014-02-08 00:00:00;2017-02-07 00:00:00;ZYNGA INC.;699 8TH STREET;SAN FRANCISCO;CA;94103;15-1132;Software Developers, Applications;SENIOR MANAGER, SOFTWARE ENGINEERING;130000.0;;Year;Y;1.0;SAN FRANCISCO;CA;112674.0;Year;OES;OFLC ONLINE DATA CENTER;2013.0;;;;;;;;516110.0
228;I-200-10278-243473;CERTIFIED-WITHDRAWN;2010-10-05 18:25:14;2013-10-29 08:58:06;H-1B;2011-04-01 00:00:00;2014-03-31 00:00:00;BAYLOR COLLEGE OF MEDICINE;ONE BAYLOR PLAZA;HOUSTON;TX;77030;19-1021.00;Biochemists and Biophysicists;POSTDOCTORAL ASSOCIATE/FELLOW;37368.0;;Year;Y;1.0;HOUSTON;TX;36587.0;Year;OES;;2010.0;;;;;;;;611310.0
229;I-200-10278-267373;WITHDRAWN;2010-10-05 12:55:37;2014-01-09 10:18:03;H-1B;2011-04-02 00:00:00;2014-04-01 00:00:00;FACEBOOK, INC.;1601 S. CALIFORNIA AVE.;PALO ALTO;CA;94304;15-1031.00;Computer Software Engineers, Applications;SOFTWARE ENGINEER;95000.0;;Year;Y;1.0;PALO ALTO;CA;82035.0;Year;OES;OFLC - ONLINE DATA CENTER;2010.0;;;;;;;;519130.0
230;I-200-10278-356582;WITHDRAWN;2010-10-05 13:14:02;2014-01-08 12:20:40;H-1B;2011-02-01 00:00:00;2014-01-31 00:00:00;UNIVERSITY OF MARYLAND BALTIMORE;601 W. LOMBARD STREET;BALTIMORE;MD;21201;19-1021.00;Biochemists and Biophysicists;POST DOCTORAL FELLOW;40000.0;;Year;Y;1.0;BALTIMORE;MD;35838.0;Year;OES;OFLC ONLINE DATA CENTER;2010.0;;;;;;;;611310.0
231;I-200-10278-819931;CERTIFIED;2013-11-05 19:26:43;2013-11-13 22:01:41;H-1B;2014-01-05 00:00:00;2017-01-04 00:00:00;ZYNGA INC.;699 8TH STREET;SAN FRANCISCO;CA;94103;27-1014;Multimedia Artists and Animators;LEAD DESIGNER;126000.0;;Year;Y;1.0;SAN FRANCISCO;CA;85821.0;Year;OES;OFLC ONLINE DATA CENTER;2013.0;;;;;;;;516110.0
232;I-200-10279-237749;CERTIFIED-WITHDRAWN;2010-10-07 10:20:23;2013-10-22 22:50:14;H-1B;2011-03-12 00:00:00;2014-03-12 00:00:00;ACS RECOVERY SERVICES, INC.;2828 NORTH HASKELL AVENUE;DALLAS;TX;75204;11-9199.99;Managers, All Other;BUSINESS DEVELOPMENT MANAGER;105000.0;;Year;Y;1.0;SCHAUMBURG;IL;79456.0;Year;OES;OFLC ONLINE DATA CENTER;2010.0;AUSTIN;TX;80588.0;Year;OES;OFLC ONLINE DATA CENTER;OFLC ONLINE DATA CENTER;541512.0
233;I-200-10279-990602;WITHDRAWN;2010-10-06 17:18:04;2014-01-07 14:56:03;H-1B;2011-02-19 00:00:00;2014-02-18 00:00:00;FACEBOOK, INC.;1601 S. CALIFORNIA AVE.;PALO ALTO;CA;94304;15-1031.00;Computer Software Engineers, Applications;APPLICATION DEVELOPER;98100.0;;Year;Y;1.0;PALO ALTO;CA;82035.0;Year;OES;OFLC - ONLINE DATA CENTER;2010.0;;;;;;;;519130.0
